,ag_66,ag_92,ag_108,ag_73,ag_103,ag_00,ag_18,ag_10,ag_30,ag_21,ag_35,ag_74,ag_79,ag_37,ag_05,ag_11,ag_38,ag_84,ag_78,ag_17,ag_105,ag_49,ag_01,ag_32,ag_98,ag_112
46,1.628245501989,1.6282900754003,1.6170359402681,1.6245367869775,1.6170359402681,1.6338226724454,1.6630629919291,1.6367083837604,1.6367787356628,1.6198230554178,1.6454833355928,1.6482606700264,1.6395303633013,1.6209201739394001,1.6060406039304,1.6511432580174001,1.6170359402681,1.6170235600929999,1.6087755460218,1.6170359402681,1.6511432580174001,1.6309948254661,1.6115137747142,1.6339737102553,1.6281727290419,1.6060406039304
47,1.2319128941409998,1.2319689416203,1.2190301095897,1.2276491970834,1.2190301095897,1.2383306386442,1.2718441992306,1.2416415131844,1.2417126150898,1.2222351342017999,1.2516854002817,1.2548974208726,1.244888806474,1.2234895145019,1.2063948489466,1.2582118562128,1.2190301095897,1.2190146705614,1.2095363299243,1.2190301095897,1.2582118562128,1.235079575675,1.212681586044,1.2384872398731,1.2318351238901,1.2063948489466
48,0.835580286293,0.8356478078402,0.8210242789113,0.8307616071893,0.8210242789113,0.8428386048429,0.8806254065322,0.8465746426085,0.8466464945167,0.8246472129859,0.8578874649705001,0.8615341717188001,0.8502472496467,0.8260588550644,0.8067490939629001,0.8652804544082,0.8210242789113,0.8210057810297,0.8102971138267999,0.8210242789113,0.8652804544082,0.839164325884,0.8138493973737,0.843000769491,0.8354975187382,0.8067490939629001
49,1.2382239811277,1.2382198391327999,1.2329660368528998,1.2364678854626,1.2329660368528998,1.2408593749333001,1.2543783195184,1.2421916825268,1.2422027774500999,1.2342751643603,1.2462359600001,1.2475511465338,1.2435160114833002,1.2347155669507002,1.2277363856260999,1.2488915400361,1.2329660368528998,1.2329675900321,1.2290430016095,1.2329660368528998,1.2488915400361,1.2395374514305,1.2303511877634001,1.2408783676815,1.2382182161192,1.2277363856260999
50,1.6408676759623,1.6407918704253999,1.6449077947945001,1.642174163736,1.6449077947945001,1.6388801450237,1.6281312325044999,1.637808722445,1.6377590603835,1.6439031157347999,1.6345844550296,1.6335681213489002,1.6367847733199,1.6433722788368998,1.6487236772892,1.6325026256641,1.6449077947945001,1.6449293990344,1.6477888893921,1.6449077947945001,1.6325026256641,1.6399105769770002,1.6468529781531,1.638755965872,1.6409389135002,1.6487236772892
51,2.043511370797,2.0433639017178997,2.0568495527360997,2.0478804420094003,2.0568495527360997,2.0369009151140998,2.0018841454907,2.0334257623633,2.0333153433169002,2.0535310671092,2.0229329500591,2.0195850961639,2.0300535351564997,2.0520289907232,2.0697109689524,2.0161137112920002,2.0568495527360997,2.0568912080368,2.0665347771748,2.0568495527360997,2.0161137112920002,2.0402837025235,2.0633547685428,2.0366335640625004,2.0436596108812,2.0697109689524
52,2.4461550656317,2.4459359330105,2.4687913106777,2.4535867202827,2.4687913106777,2.4349216852045,2.3756370584769,2.4290428022815997,2.4288716262503,2.4631590184837,2.4112814450887003,2.4056020709789,2.4233222969932,2.4606857026094002,2.4906982606156,2.3997247969199997,2.4687913106777,2.4688530170391,2.4852806649574,2.4687913106777,2.3997247969199997,2.44065682807,2.4798565589326,2.434511162253,2.4463803082621998,2.4906982606156
53,1.9603224424174,1.9601626057653,1.9748008635461,1.9650634965107001,1.9748008635461,1.9531510224975999,1.9150953122499002,1.9493754494799,1.9492506828993001,1.9711994913444,1.9379662886637001,1.934340370193,1.9457164772628,1.9695621007458,1.988757845211,1.9305720897065,1.9748008635461,1.9748460848950997,1.9853109570204002,1.9748008635461,1.9305720897065,1.9568228615252001,1.9818599266776,1.9528514333483,1.9604872337014998,1.988757845211
54,1.4744898192031,1.4743892785201,1.4808104164145,1.4765402727386001,1.4808104164145,1.4713803597908,1.454553566023,1.4697080966782001,1.4696297395484,1.479239964205,1.4646511322387,1.463078669407,1.4681106575325,1.4784384988822,1.4868174298064,1.461419382493,1.4808104164145,1.4808391527511,1.4853412490834,1.4808104164145,1.461419382493,1.4729888949804,1.4838632944226,1.4711917044437,1.4745941591407001,1.4868174298064
55,0.9886571959888001,0.9886159512749,0.9868199692829,0.9880170489666,0.9868199692829,0.9896096970838999,0.9940118197961001,0.9900407438766,0.9900087961974999,0.9872804370656999,0.9913359758136999,0.9918169686210999,0.9905048378021,0.9873148970186,0.9848770144017,0.9922666752794,0.9868199692829,0.9868322206071001,0.9853715411463999,0.9868199692829,0.9922666752794,0.9891549284356,0.9858666621676,0.989531975539,0.98870108458,0.9848770144017
56,0.5028245727745001,0.5028426240296999,0.49282952215130005,0.49949382519450003,0.49282952215130005,0.5078390343771,0.5334700735692,0.5103733910749,0.5103878528465,0.4953209099264,0.5180208193887,0.5205552678351001,0.5128990180717,0.49619129515500005,0.4829365989971,0.5231139680658999,0.49282952215130005,0.4928252884631,0.4854018332094,0.49282952215130005,0.5231139680658999,0.5053209618908,0.48787002991260003,0.5078722466343001,0.5028080100193001,0.4829365989971
57,0.4247827518476,0.4247924360414,0.4169809751719,0.422180835767,0.4169809751719,0.4286981014527,0.4486928933555,0.4306743577703,0.4306842998273,0.4189255693377,0.4366405784423,0.43861725495509996,0.4326451410509,0.4195956572242,0.40924848044059997,0.4406126351146,0.4169809751719,0.4169789336612,0.4111764346602,0.4169809751719,0.4406126351146,0.4267334128393,0.4131067057173,0.42871979928709997,0.4247727195094,0.40924848044059997
58,0.3467409309206,0.3467422480531,0.34113242819240003,0.3448678463394,0.34113242819240003,0.3495571685284,0.3639157131418,0.3509753244658,0.3509807468081,0.3425302287489,0.355260337496,0.3566792420751,0.3523912640301,0.34300001929339996,0.3355603618842,0.3581113021633,0.34113242819240003,0.34113257885930004,0.3369510361111,0.34113242819240003,0.3581113021633,0.3481458637878,0.3383433815221,0.3495673519398,0.34673742899960003,0.3355603618842
59,0.2686991099937,0.2686920600648,0.26528388121299995,0.26755485691189995,0.26528388121299995,0.27041623560410005,0.279138532928,0.2712762911612,0.27127719378890003,0.26613488816020003,0.27388009654969997,0.2747412291951,0.27213738700929996,0.26640438136260003,0.26187224332770004,0.275609969212,0.26528388121299995,0.2652862240574,0.262725637562,0.26528388121299995,0.275609969212,0.2695583147364,0.2635800573268,0.2704149045925,0.26870213848970004,0.26187224332770004
60,0.1906572890667,0.19064187207650002,0.1894353342335,0.1902418674843,0.1894353342335,0.1912753026797,0.1943613527143,0.1915772578566,0.1915736407697,0.1897395475715,0.1924998556034,0.1928032163151,0.1918835099884,0.1898087434317,0.1881841247713,0.19310863626060001,0.1894353342335,0.1894398692555,0.1885002390129,0.1894353342335,0.19310863626060001,0.1909707656849,0.1888167331315,0.1912624572452,0.1906668479798,0.1881841247713
61,0.14299296679999998,0.1429814040573,0.1420765006751,0.1426814006132,0.1420765006751,0.1434564770098,0.14577101453570002,0.14368294339239998,0.14368023057729998,0.14230466067859998,0.14437489170249998,0.1446024122363,0.1439126324913,0.14235655757379997,0.1411380935785,0.1448314771955,0.1420765006751,0.1420799019416,0.1413751792597,0.1420765006751,0.1448314771955,0.1432280742636,0.1416125498486,0.14344684293389998,0.1430001359849,0.1411380935785
62,0.09532864453338787,0.09532093603826085,0.09471766711678248,0.09512093374218612,0.09471766711678248,0.09563765133988672,0.09718067635718232,0.09578862892832213,0.09578682038488444,0.09486977378576965,0.09624992780170573,0.096401608157595,0.09594175499423786,0.09490437171589715,0.09409206238567215,0.09655431813034263,0.09471766711678248,0.09471993462779697,0.09425011950649097,0.09471766711678248,0.09655431813034263,0.09548538284246352,0.09440836656577664,0.09563122862260597,0.09533342398994595,0.09409206238567215
63,0.04766432226669157,0.04766046801912804,0.04735883355838888,0.04756046687109188,0.04735883355838888,0.04781882566994336,0.04859033817859116,0.04789431446415868,0.04789341019244102,0.04743488689288127,0.048124963900852864,0.0482008040787963,0.04797087749711773,0.047452185857947395,0.047046031192836076,0.04827715906517012,0.04735883355838888,0.04735996731389731,0.047125059753244304,0.04735883355838888,0.04827715906517012,0.04774269142123057,0.047204183282887134,0.0478156143113018,0.04766671199497178,0.047046031192836076
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0